name	filename	type	projectName	description	tagList	captionList	groupList	projectURL
#14	TheoriesofEverything-GenerativeSeries-14.jpg	image	Theories of Everything: GenerativeSeries	Unique generative artwork.	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""textiledesign""]"	"[""2022\n\nThis generative token continues the Theories of Everything body of work by Phillip David Stearns. The first series of eight works in the Theories of Everything project are physical editions, featuring computationally designed textiles, cut and sewn, and stretched over canvased wood stretchers.""]"	"[""Theories of Everything: GenerativeSeries""]"	https://www.fxhash.xyz/generative/21419
#15	TheoriesofEverything-GenerativeSeries-15.jpg	image	Theories of Everything: GenerativeSeries	Unique generative artwork.	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""textiledesign""]"	"[""2022\n\nThis generative token continues the Theories of Everything body of work by Phillip David Stearns. The first series of eight works in the Theories of Everything project are physical editions, featuring computationally designed textiles, cut and sewn, and stretched over canvased wood stretchers.""]"	"[""Theories of Everything: GenerativeSeries""]"	https://www.fxhash.xyz/generative/21419
Equilibrium 01	equilibrium_01.jpg	image	Adrift	Blistered Paint in NYC Subway	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart""]"	"[""2022\n\nPhotos from my personal archives processed using a unique pixel sorting algorithm based on vectors and cellular automata.""]"	"[""Adrift - Equilibrium""]"	https://objkt.com/tokens/KT1TaKsaUL14HWGFSq3epLVi1Zv1K6YbnG2g/14
Equilibrium 02	equilibrium_02.jpg	image	Adrift	Cherry Blossoms at Brooklyn Museum	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart""]"	"[""2022\n\nPhotos from my personal archives processed using a unique pixel sorting algorithm based on vectors and cellular automata.""]"	"[""Adrift - Equilibrium""]"	https://objkt.com/tokens/KT1TaKsaUL14HWGFSq3epLVi1Zv1K6YbnG2g/15
Equilibrium 03	equilibrium_03.jpg	image	Adrift	"Clouds over the Outer Banks, NC"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart""]"	"[""2022\n\nPhotos from my personal archives processed using a unique pixel sorting algorithm based on vectors and cellular automata.""]"	"[""Adrift - Equilibrium""]"	https://objkt.com/tokens/KT1TaKsaUL14HWGFSq3epLVi1Zv1K6YbnG2g/16
Equilibrium 04	equilibrium_04.jpg	image	Adrift	"Treetops at the Wavefarm - Acra, NY"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""p5js"",""p5"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart""]"	"[""2022\n\nPhotos from my personal archives processed using a unique pixel sorting algorithm based on vectors and cellular automata.""]"	"[""Adrift - Equilibrium""]"	https://objkt.com/tokens/KT1TaKsaUL14HWGFSq3epLVi1Zv1K6YbnG2g/17
Equilibrium 05	equilibrium_05.jpg	image	Adrift	"Stormy Sunset over the Outer Banks, NC"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart""]"	"[""2022\n\nPhotos from my personal archives processed using a unique pixel sorting algorithm based on vectors and cellular automata.""]"	"[""Adrift - Equilibrium""]"	https://objkt.com/tokens/KT1TaKsaUL14HWGFSq3epLVi1Zv1K6YbnG2g/18
001	Terraformatting-Atmospheric_Studies_001.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656450
003	Terraformatting-Atmospheric_Studies_003.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656459
004	Terraformatting-Atmospheric_Studies_004.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656462
006	Terraformatting-Atmospheric_Studies_006.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656464
008	Terraformatting-Atmospheric_Studies_008.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656465
009	Terraformatting-Atmospheric_Studies_009.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/656469
010	Terraformatting-Atmospheric_Studies_010.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657165
011	Terraformatting-Atmospheric_Studies_011.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657169
012	Terraformatting-Atmospheric_Studies_012.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657243
013	Terraformatting-Atmospheric_Studies_013.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657244
014	Terraformatting-Atmospheric_Studies_014.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657247
015	Terraformatting-Atmospheric_Studies_015.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/657249
016	Terraformatting-Atmospheric_Studies_016.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/664057
017	Terraformatting-Atmospheric_Studies_017.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/664068
018	Terraformatting-Atmospheric_Studies_018.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/664063
019	Terraformatting-Atmospheric_Studies_019.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/664073
020	Terraformatting-Atmospheric_Studies_020.jpg	image	Terraformatting: Atmospheric Studies	"Pixel Drifting, Pixel Sorting, Langton Sorting"	"[""generativeart"",""generative"",""algorithmicart"",""NFT"",""processing"",""digitalart"",""creativecoding"",""pixelsorting"",""glitchart"",""pixeldrifting"",""langtonsort""]"	"[""2022\n\nA portmanteau of Terraforming and Formatting. The project is a meditation on the impacts of ubiquitous computing on Earth's atmosphere and by extension the entire environment. The project explores combinations of three key techniques used to destructively manipulate images of clouds collected from royalty free sites:\n\n1. Pixel Sorting - the process of selectively ordering pixels based on their numeric values.\n\n2. Vector Drifting - a process developed by the artist that produces a \""datamoshed\"" effect by copying and pasting sections of an image, displaced by vectors derived from a flocking algorithm.\n\n3. Langton Sorting - a process developed by the artist that uses the Langton's ant 2D cellular automata algorithm as a basis for re-ordering pixels."",""2022\n\nComputational technologies have aided the acceleration of a mass re-ordering of the Earth by humans. Changes in the composition of the atmosphere are impacting weather patterns, re-shaping what we previously considered natural features. Extraction, refinement, processing and deployment of elements, minerals, and other raw materials is re-configuring the landscape and altering the chemical composition of rivers, lakes, and oceans. These changes are altering entire ecosystems, causing changes in migration routes as well as habitat zones for populations of numerous species of insects. Virtualized activity actualizes outcomes desired by humans through manifesting itself in the real at an accelerated as terra-reforming or a reformatting of the entire planet.""]"	"[""Terraformatting: Atmospheric Studies""]"	https://objkt.com/tokens/hicetnunc/672807
